36	3	24	10	10	12
1	48	46	24		
2	11	23	24		
3	46	48	24		
4	22	12	24		
5	16	18	24		
6	37	29	24		
7	37	29	24		
8	42	11	24		
9	27	8	24		
10	34	37	24		
11	8	7	24		
12	42	10	24		
13	46	12	24		
14	23	9	24		
15	39	39	24		
16	6	39	24		
17	49	18	8		
18	47	10	8		
19	32	45	8		
20	35	7	7		
21	7	19	8		
22	6	45	8		
23	19	44	7		
24	38	39	7		
25	50	0	8		
26	14	42	7		
27	26	33	7		
28	23	3	7		
29	34	38	7		
30	19	25	8		
31	4	33	8		
32	29	36	7		
33	17	37	9		
34	29	24	7		
35	30	19	7		
36	45	12	7		
37	43	7			
38	30	21			
39	12	42			

