32	3	24	10	10	10
1	20	43	24		
2	37	32	24		
3	39	25	24		
4	20	17	24		
5	34	7	24		
6	39	10	24		
7	48	23	24		
8	47	15	24		
9	25	26	24		
10	11	19	24		
11	9	48	24		
12	25	29	24		
13	6	9	9		
14	23	36	7		
15	13	9	9		
16	10	21	9		
17	15	50	7		
18	17	14	7		
19	27	47	8		
20	20	9	7		
21	25	36	9		
22	10	28	9		
23	41	50	8		
24	46	21	8		
25	12	13	9		
26	34	45	9		
27	26	12	8		
28	32	19	9		
29	40	38	9		
30	15	21	7		
31	35	35	9		
32	24	28	8		
33	49	13			
34	30	24			
35	9	32			
