32	3	24	10	10	11
1	2	28	24		
2	16	22	24		
3	2	27	24		
4	35	40	24		
5	0	18	24		
6	31	16	24		
7	29	34	24		
8	11	0	24		
9	15	43	24		
10	26	8	24		
11	43	20	24		
12	21	31	24		
13	28	30	24		
14	35	19	24		
15	10	14	24		
16	44	2	24		
17	18	34	7		
18	17	28	7		
19	45	31	7		
20	41	35	7		
21	40	16	7		
22	24	50	7		
23	7	33	8		
24	41	24	8		
25	24	12	7		
26	21	7	8		
27	26	11	9		
28	10	27	7		
29	41	50	7		
30	3	30	9		
31	13	32	8		
32	23	21	9		
33	50	0			
34	18	20			
35	12	32			
