36	3	24	10	10	10
1	44	28	24		
2	37	40	24		
3	8	23	24		
4	15	3	24		
5	10	13	24		
6	50	41	24		
7	0	38	24		
8	16	46	24		
9	40	49	24		
10	34	2	24		
11	4	30	24		
12	5	49	24		
13	28	47	24		
14	18	17	24		
15	34	49	24		
16	14	1	24		
17	9	1	4		
18	19	37	4		
19	15	48	4		
20	0	21	6		
21	12	34	4		
22	19	42	4		
23	10	20	6		
24	24	35	5		
25	21	32	5		
26	12	24	6		
27	36	18	5		
28	49	50	5		
29	50	20	4		
30	50	47	5		
31	32	45	4		
32	38	17	6		
33	22	48	5		
34	29	21	4		
35	29	5	4		
36	36	7	5		
37	44	0			
38	31	30			
39	1	40			
		
